ri,smiles,group,stratify_group
2630.5,C/C(=C\CC/C(C)=C/CO)CO,Al_OH,Al_OH
2186.083333333333,CCCCCC1CCCC(=O)O1,unbrch_alkane,unbrch_alkane
2599.0,CCC(=O)c1ccc(CO)o1,Al_OH,Al_OH
1678.1444444444444,CCOC(=O)CCC(=O)OCC,C_O,C_O
1595.5833333333333,CCCCCCCCCC(=O)OC,unbrch_alkane,unbrch_alkane
1551.0181564049983,CCCCCCCCO,unbrch_alkane,unbrch_alkane
3130.0,CCCCCCCCCCOC(=O)c1ccc([N+](=O)[O-])cc1,unbrch_alkane,unbrch_alkane
2108.0,CCCCCCCC/C=C/CCCCOC(C)=O,unbrch_alkane,unbrch_alkane
1657.0,CCCCCCCC(=O)OCC(C)CC,unbrch_alkane,unbrch_alkane
1519.0,C=CCOC(=O)CBr,C_O,C_O
1868.0,CC1(C)[C@H]2CC[C@H](CO)[C@@H]1C2,bicyclic,bicyclic
1718.0,CC1=CCC2C(O)C1C2(C)C,Al_OH,Al_OH
2663.0,CC(=O)CCC12OC1(C)CC(O)CC2(C)C,Al_OH,Al_OH
1204.0,CCOC(=O)CCC(C)C,C_O,C_O
1456.5416666666667,CC/C=C\CCOC(=O)CCC,C_O,C_O
2270.0,CCC(=O)c1cc(OC)ccc1OC,ether,ether
2225.6666666666665,C=CCCCOC(=O)c1ccc(Cl)cc1,C_O,C_O
1816.0,C=C(C)C1CC=C(C)C(O)C1,allylic_oxid,allylic_oxid
1733.0,CCC/C=C/CCCCCCC=O,unbrch_alkane,unbrch_alkane
1918.0,CC(O)Cc1cccc(C(C)C)c1,Al_OH,Al_OH
1360.0,CCc1ccc(C)cc1C,aryl_methyl,aryl_methyl
2147.0,CCCCCC/C=C\CCCCCCCC=O,unbrch_alkane,unbrch_alkane
1492.0,C=Cc1cnc(C)cn1,Ar_N,Ar_N
1657.0875,CCOC(=O)c1ccccc1,C_O,C_O
849.0,CC1CC=CCC1,allylic_oxid,allylic_oxid
2428.0,CCCCCCCCC1C=CC(=O)O1,unbrch_alkane,unbrch_alkane
2372.0,C=CCCCCCC/C=C\CCCCCCCC=O,unbrch_alkane,unbrch_alkane
1996.0,CCCCCCC/C=C\CCCO,unbrch_alkane,unbrch_alkane
1650.375,CC(C)=C1CC[C@H](C)CC1=O,allylic_oxid,allylic_oxid
2235.375,CCCCCCCCCCCCCCCC(C)=O,unbrch_alkane,unbrch_alkane
2127.0,CCCCOC(=O)c1ccccc1Cl,C_O,C_O
1158.0,C=C1CCC(C(=C)C)CC1,allylic_oxid,allylic_oxid
1603.0,C/C=C/c1cncc(C)n1,Ar_N,Ar_N
1429.0,C=CCOC(=O)CCl,C_O,C_O
1804.2325,Clc1cc(Cl)c(Cl)cc1Cl,halogen,halogen
2601.0,C/C(=C/CO)CC/C=C(\C)CO,Al_OH,Al_OH
2343.0,C=C1CCC[C@]2(C)CC=C(C(C)CO)CC12,allylic_oxid,allylic_oxid
1678.3333333333333,CCC(=O)c1ccc(C)o1,C_O,C_O
1476.0,CC(C)C(C)OC(=O)C(Cl)Cl,alkyl_halide,alkyl_halide
2211.0,CCCC/C=C1\C=CC(=O)O1,allylic_oxid,allylic_oxid
1404.0,CC(C)c1ccc(C(C)C)cc1,benzene,benzene
2132.0,CCCCCCCCCCCCCCC(OCC)OCC,unbrch_alkane,unbrch_alkane
1677.5,CC(C)=CCC/C(C)=C\COC=O,allylic_oxid,allylic_oxid
1724.0,Cc1ccc2c(c1)CC(C)CC2,aryl_methyl,aryl_methyl
2014.357142857143,CCCCCCCCCCCCCC(C)=O,unbrch_alkane,unbrch_alkane
2604.0,C=C1CCC[C@@H](C)C2CC(C(C)(C)O)CC12,Al_OH,Al_OH
1047.0,C=C/C=C/CCCCC,allylic_oxid,allylic_oxid
2185.148148148148,C=Cc1ccc(O)c(OC)c1,Ar_OH,Ar_OH
2204.0,CCCCCC/C=C/CCCCCCO,unbrch_alkane,unbrch_alkane
1775.0,CC[C@@H]1SS[C@H](CC)S1,sulfide,sulfide
1889.0,CCCCCC(O)CC(=O)OCC,unbrch_alkane,unbrch_alkane
2177.0,CC/C=C\CCCCCCCCCCCC=O,unbrch_alkane,unbrch_alkane
2806.0,CC(C)C(C)OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,NH0,NH0
2347.0,CC/C=C\CCCCCCCCCCCCOC(C)=O,unbrch_alkane,unbrch_alkane
1655.0,Cc1ccc(Cc2ccco2)o1,furan,furan
1619.0,C=CC1(C)CCC(OC(C)=O)C(C)(C)O1,ether,ether
2192.0,O=C(OCC(Cl)Cl)c1ccccc1,alkyl_halide,alkyl_halide
1237.9583333333333,CCCSSC,unknown,unknown
1683.1666666666663,C=CC1(C)CCC(=O)O1,C_O,C_O
1274.8333333333333,Cc1ccccc1C(C)C,aryl_methyl,aryl_methyl
2436.0,CCCCCC(=O)OC/C=C(/C)CC/C=C(\C)CCC=C(C)C,allylic_oxid,allylic_oxid
2441.0,CC/C=C\CCCCCCCCCCCCO,unbrch_alkane,unbrch_alkane
1177.0,ClC1=CCCCC1,allylic_oxid,allylic_oxid
1920.0,CC1=C(/C=C/C=O)C(C)(C)CCC1,allylic_oxid,allylic_oxid
1397.25,C/C=C/C=C/C=O,allylic_oxid,allylic_oxid
1776.0,CC(C)(O)c1ccccc1,Al_OH,Al_OH
1496.0,CC1=C(C)[C@]23CC[C@H](C)C2CC[C@]3(C)C1,allylic_oxid,allylic_oxid
1362.6666666666667,C=CCOC(=O)CCCCC,unbrch_alkane,unbrch_alkane
2706.0,CC/C=C/CCOC(=O)c1ccc([N+](=O)[O-])cc1,C_O,C_O
2141.6666666666665,Cc1occc1SSc1ccoc1,furan,furan
1181.1666666666663,CCCCCC(C)=O,unbrch_alkane,unbrch_alkane
1630.3333333333333,OCCO,Al_OH,Al_OH
2395.0,C/C=C/c1ccc(OC(C)=O)c(OC)c1,ether,ether
1711.6666666666667,CCCCN(CCCC)N=O,NH0,NH0
1442.0,CCOC(=O)C(C)OC(C)OCC,ether,ether
1980.9119700292397,C=C1CC[C@H]2O[C@@]2(C)CC[C@H]2[C@@H]1CC2(C)C,bicyclic,bicyclic
1532.0,COC(C)COCC(C)O,ether,ether
1491.9,C=CCSSCC=C,unknown,unknown
1143.143779178338,CCCCO,Al_OH,Al_OH
1266.875,Cc1cccc(C(C)C)c1,aryl_methyl,aryl_methyl
2759.0,CCOC(=O)Cc1ccc(O)c(OC)c1,ether,ether
1411.0,CCCC/C=C/C(C)=O,allylic_oxid,allylic_oxid
2521.0,C=C1C2CCC(CO)C23CCC(C3)C1(C)C,Al_OH,Al_OH
2836.0,C/C(=C\C(=O)O)CCCC(C)(C)O,Al_COO,Al_COO
2239.0,CC(C)=CCCC(C)CCC/C(C)=C/CO,allylic_oxid,allylic_oxid
1624.0,Cc1cccc(C=O)c1,C_O,C_O
1578.0,O=C1C=CCC1=O,C_O,C_O
3041.75,CC1C(=O)OC2C1CCC1(C)C(=O)CCC(C)(O)C21,bicyclic,bicyclic
1888.0,C[C@H]1CCC2=C1C[C@H]1CC[C@@]2(C)C1(C)C,bicyclic,bicyclic
1490.75,CC1=CCC2(C)CCC(C(C)C)=C2CC1,allylic_oxid,allylic_oxid
2183.0,Cc1ccc(COC=O)o1,C_O,C_O
1363.5,CCCCCCCCCCl,unbrch_alkane,unbrch_alkane
1786.0,CC1=CCC(CCO)C1(C)C,allylic_oxid,allylic_oxid
1865.8,C=CCc1ccc2c(c1)OCO2,ether,ether
2472.75,CC(O)C1C=C2C(C)(C)CC(=O)C[C@]2(C)O1,Al_OH,Al_OH
1566.5,CC(O)CCO,Al_OH,Al_OH
2013.25,OC1=NCCC1,Al_OH,Al_OH
1964.0,C=CCCCCCCCCCCCC=O,unbrch_alkane,unbrch_alkane
2312.0,CCCCCCCC/C=C/CCCCCCOC(C)=O,unbrch_alkane,unbrch_alkane
1416.0,CCCCCCCCCN,unbrch_alkane,unbrch_alkane
1441.6666666666667,CCCC/C=C/CCO,unbrch_alkane,unbrch_alkane
1415.5,CCCCCCOC(=O)C(C)CC,unbrch_alkane,unbrch_alkane
1709.5,CC1C(O)CC2CC1C2(C)C,bicyclic,bicyclic
1396.6,CCc1nccnc1C,Ar_N,Ar_N
1132.9027777777778,CCCCC(=O)OCC,C_O,C_O
1854.8286363636364,COc1ccccc1O,para_hydroxylation,rare
1424.0,CCCOC(=O)C(C)O,Al_OH,Al_OH
1360.9166666666667,CCCCCCC(=O)CC,unbrch_alkane,unbrch_alkane
2147.359583333333,Oc1ccc(Cl)cc1Cl,halogen,halogen
1454.0,CC1=C[C@@]2(C)CCC3[C@@H](C)CC[C@@]32[C@H]1C,allylic_oxid,allylic_oxid
1333.0,CC=CC(=O)OCCCC,C_O,C_O
1815.0,C=C(C)C1CC=C2C=CCC(C)C2(C)C1,allylic_oxid,allylic_oxid
1458.0,CC(C)COC(=O)C(Cl)Cl,alkyl_halide,alkyl_halide
1574.0,CSc1ccccc1,benzene,benzene
1961.0,C/C(=C\C=O)CC/C=C(\C)CCCC(C)C,allylic_oxid,allylic_oxid
1565.0,CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1O,bicyclic,bicyclic
1143.0,CC1C=CC2C(C1)C2(C)C,allylic_oxid,allylic_oxid
1158.0,CC=CSC=CC,allylic_oxid,allylic_oxid
2034.75,O=Cc1ccc[nH]1,Ar_N,Ar_N
1669.2916666666667,C=C(C)[C@@H](CO)CC=C(C)C,allylic_oxid,allylic_oxid
1732.0,CCCC/C=C/CCCCCC=O,unbrch_alkane,unbrch_alkane
2030.0,CCCC(O)CCCC(=O)OCC,Al_OH,Al_OH
1667.4,CC(C)CCCC(C)CCCC(C)CCCC(C)C,unknown,unknown
2373.0,CCCCCCCCCCCCC(=O)OCCCl,unbrch_alkane,unbrch_alkane
1845.0,CCC1CC(=O)C(O)=C1C,allylic_oxid,allylic_oxid
2270.0,CC(C)=C1CCC(C)(O)C(O)C1,Al_OH,Al_OH
1737.0,C=C1C=CC[C@H](C)[C@@]12CCC(=C(C)C)C2,allylic_oxid,allylic_oxid
2328.0,CCC/C=C/CCCCCCCCCCCOC(C)=O,unbrch_alkane,unbrch_alkane
2035.15,C[C@H]1[C@H]2C(=O)C[C@@H]3[C@H]2C(C)(C)CCC[C@]31C,C_O,C_O
1842.0,CC1=CC(=O)C(=O)C=C1,allylic_oxid,allylic_oxid
2279.0,CCCCCCCCCCCCC/C=C/C=O,unbrch_alkane,unbrch_alkane
1936.0,CCCCCCC/C=C/CCCCC=O,unbrch_alkane,unbrch_alkane
2759.3333333333335,Oc1ccc(Cl)c(Cl)c1,halogen,halogen
1141.0,CSC(=O)C(C)C,C_O,C_O
1865.6637103174603,OCc1ccccc1,Al_OH,Al_OH
1930.5,CC(=O)OCCCc1ccccc1,C_O,C_O
1632.0,C=C1C(O)CC2CC1C2(C)C,bicyclic,bicyclic
1262.4,CC(=O)CC(C)CC(C)C,C_O,C_O
1959.0,C=C1CCC2OC1C1C(C(C)C)CCC21C,bicyclic,bicyclic
2325.7083333333335,CC=Cc1ccc(O)c(OC)c1,Ar_OH,Ar_OH
2222.0,CCC(=O)C(C)SSc1ccoc1C,C_O,C_O
1318.0,Cc1cncs1,Ar_N,Ar_N
1540.0,CCCCC/C=C/C(=O)OCC,unbrch_alkane,unbrch_alkane
2020.0,C/C=C/C(=O)OCc1ccccc1,C_O,C_O
809.0,CC(C)(C)C=O,C_O,C_O
1109.0,CCCCCOC(C)OCC,ether,ether
1636.0,O[C@H]1CC[C@H](Cl)CC1,Al_OH,Al_OH
1845.0,C[C@@H]1CC(=O)[C@@H](C)SS1,C_O,C_O
1616.6666666666667,COc1ccc(Cl)cc1,benzene,benzene
2029.6333333333332,C[C@@H]1CCC2C1C1C(CC[C@@]2(C)O)C1(C)C,bicyclic,bicyclic
1250.0,CSCC=O,C_O,C_O
2282.0,CCCCCCCCc1ccccc1O,unbrch_alkane,unbrch_alkane
980.5,CCC(=O)CC,C_O,C_O
2161.3145833333333,C=CCc1ccc(O)c(OC)c1,Ar_OH,Ar_OH
1370.5,CCCCCCCCBr,unbrch_alkane,unbrch_alkane
1010.19,CC(=O)OCC(C)C,C_O,C_O
2106.5,CC(C)=CCCC(C)C1C=CC(C)(O)CC1,allylic_oxid,allylic_oxid
1468.5,CCCCCCCCCCCl,unbrch_alkane,unbrch_alkane
1428.0,C=CCCCCCCCCCCCC,unbrch_alkane,unbrch_alkane
2526.0,CC(=O)CCC(=O)OCc1ccccc1,C_O,C_O
2557.0,O=Cc1cccn1CCc1ccccc1,aryl_methyl,aryl_methyl
1701.4792443064182,C=C1/C=C\C(C(C)C)CC/C(C)=C\CC1,allylic_oxid,allylic_oxid
2093.0,CCCCCCCCC/C=C\CCCOC(C)=O,unbrch_alkane,unbrch_alkane
1487.2666666666669,CC/C=C/C=C/C=O,allylic_oxid,allylic_oxid
2880.0,CCCCCCCCCCCOC(=O)c1ccccc1Cl,unbrch_alkane,unbrch_alkane
1892.0,CCCCC(CCC(=O)OC)OC(C)=O,C_O,C_O
1252.0,C=C(C)CCOC(=O)CC,C_O,C_O
1541.0,CC1C=CC2=C[C@@H]3[C@H](C)CCC13C2(C)C,allylic_oxid,allylic_oxid
1455.0,C/C=C\SSCCC,allylic_oxid,allylic_oxid
1642.5833333333333,C=CC(=C)CC/C=C(/C)CCC=C(C)C,allylic_oxid,allylic_oxid
1519.3333333333333,CC1=C(C)C(=O)CC1,allylic_oxid,allylic_oxid
2479.25,CCCCCCCCCCOC(=O)c1ccccc1,unbrch_alkane,unbrch_alkane
1520.47,Clc1cc(Cl)cc(Cl)c1,halogen,halogen
1611.25,CC1SSC(C)S1,sulfide,sulfide
2215.0,CCCC/C=C\CCCCCCCCO,unbrch_alkane,unbrch_alkane
2451.0,C/C=C/CCCCCCCCCCCCCO,unbrch_alkane,unbrch_alkane
1734.1380952380953,c1ccc2ccccc2c1,benzene,benzene
2196.0,CCCCCCCCCC/C=C\CCO,unbrch_alkane,unbrch_alkane
916.1222222222224,CC(C)O,Al_OH,Al_OH
1408.25,Cc1cnc(C(C)C)cn1,Ar_N,Ar_N
2311.0,Cc1ncsc1CCO,Al_OH,Al_OH
1588.6,C=C1CC/C=C(/C)CC[C@H]2[C@H]1CC2(C)C,allylic_oxid,allylic_oxid
2289.75,C=C1CCC2C(CC2(C)C)C(=C)CCC1O,Al_OH,Al_OH
1272.5333333333333,CC1OCCC1=O,C_O,C_O
2033.5,C/C=C\c1ccc(OC)c(OC)c1,ether,ether
657.425,CC(C)OC(C)C,ether,ether
1744.1,CCCCCCCCOC(=O)OC,unbrch_alkane,unbrch_alkane
2140.0,CCCCCCCCCC/C=C\CCCC=O,unbrch_alkane,unbrch_alkane
1576.5,CC(C)CCOC(=O)C(C)O,Al_OH,Al_OH
1381.111111111111,CC(=O)OC(C)C(C)=O,C_O,C_O
1525.5833333333337,COC(=O)CCSC,C_O,C_O
1689.0,CCCCCC(C)CCCO,unbrch_alkane,unbrch_alkane
2648.0,CCCCOC(=O)c1ccccc1C(=O)OCCCC,C_O,C_O
1805.4969806763288,CCCCC/C=C/C=C/C=O,allylic_oxid,allylic_oxid
2206.0,CCCCCC/C=C\CCCCCCO,unbrch_alkane,unbrch_alkane
1170.0,CC(C)CC(C)O,Al_OH,Al_OH
1126.875,CCCOC(=O)CCC,C_O,C_O
1528.0,C=C(C)CCOC(=O)/C(C)=C/C,C_O,C_O
2559.0,CC1=C(/C=C/C(C)O)C(C)(C)CCC1O,Al_OH,Al_OH
1487.0,CCCC1C=CC=CS1,allylic_oxid,allylic_oxid
1741.0,CCCCCCOC(=O)C(Cl)(Cl)Cl,alkyl_halide,alkyl_halide
2395.0,CC(C)COC(=O)c1ccc([N+](=O)[O-])cc1,C_O,C_O
1144.5916666666667,CC/C=C\CC=O,allylic_oxid,allylic_oxid
2572.0,CC(C)=CCC/C(C)=C/COC1CC(=O)OC1C,allylic_oxid,allylic_oxid
1296.0,CCCc1ccc(C)cc1,aryl_methyl,aryl_methyl
1981.5,CCCC=CCOC(=O)CCC,C_O,C_O
2116.0,C=C(C)C(=O)Oc1cc(C)ccc1C(=C)C,C_O,C_O
1547.0,CCc1nc(C)c(C)nc1CC,aryl_methyl,aryl_methyl
1881.0,C=CC1(C)CCC(C(C)C)C(=O)C1=C(C)C,allylic_oxid,allylic_oxid
1373.5,C=CC(CCCCC)OC(C)=O,unbrch_alkane,unbrch_alkane
1107.3333333333333,C=CCSCCC,sulfide,sulfide
2537.0,CCCc1[nH]c(=O)c(C)nc1C,aryl_methyl,aryl_methyl
2303.0,O=C(CO)Cc1ccccc1,Al_OH,Al_OH
1873.0,CCCCCCCCC(CC)c1ccccc1,unbrch_alkane,unbrch_alkane
1711.125,CC1=CCC(C(C)(C)O)C=C1,allylic_oxid,allylic_oxid
2604.0,CC1(C)CCC2(CO2)C2(C)CCC1=CC(=O)O2,bicyclic,bicyclic
1324.0,CCCCCC(=O)C(C)C,unbrch_alkane,unbrch_alkane
2627.0,CCCCCCCC(=O)OC/C=C(/C)CC/C=C(\C)CCC=C(C)C,allylic_oxid,allylic_oxid
1764.9979166666667,CC(C)=CCCC(C)c1ccc(C)cc1,allylic_oxid,allylic_oxid
1289.3333333333333,CCC/C=C/C(=O)OC,C_O,C_O
1430.0,CCCC(O)C(C)=O,Al_OH,Al_OH
1153.45,COCC(C)O,Al_OH,Al_OH
1620.0,C=C1C2CCC(C)C23CCC(C3)C1(C)C,allylic_oxid,allylic_oxid
2052.6666666666665,COc1cc(Cl)c(Cl)cc1Cl,halogen,halogen
2606.8,C/C(=C\CO)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C,Al_OH,Al_OH
1699.5,SCc1cccs1,SH,SH
2808.0,C/C=C(/C)C(=O)Oc1cc(C)ccc1C1(COC(=O)CC(C)C)CO1,ether,ether
2681.0,CC1(C)CC(=O)C[C@]2(C)OC(=O)C=C12,C_O,C_O
1658.0,CCC1SSC(C)C1=O,C_O,C_O
1904.5,C=C(C)C1CC=C(COC(C)=O)CC1,allylic_oxid,allylic_oxid
2525.0,CCCCC/C=C/C/C=C/C/C=C/CCCC(=O)OC,allylic_oxid,allylic_oxid
1619.0,CC/C=C/C(=O)C(C)O,Al_OH,Al_OH
934.9,CC(=O)C(C)C,C_O,C_O
1341.0,CC(=O)OCCCl,C_O,C_O
1382.0,CCc1ccncc1,Ar_N,Ar_N
1021.9201058201056,CCC(C)O,Al_OH,Al_OH
1515.564236111111,C=C1CCC2C1C1[C@@H](C(C)C)CC[C@]21C,bicyclic,bicyclic
1564.25,COC(=O)c1ccco1,C_O,C_O
1161.0,C/C=C/C(=O)OCC,C_O,C_O
1734.0,CCCC(S)CCOC(C)=O,C_O,C_O
2321.0,COc1ccc(OC)c(OC)c1OC,ether,ether
1578.5,CC(=O)/C=C/C=C(C)C,allylic_oxid,allylic_oxid
2072.0,O=C(CO)c1ccc(CO)o1,Al_OH,Al_OH
1812.0,CCC1=C(O)C(=O)CC1C,allylic_oxid,allylic_oxid
2113.0,CCCCC/C=C\CCCCCCCOC(C)=O,unbrch_alkane,unbrch_alkane
2256.0,CC(C)OC(=O)c1ccc([N+](=O)[O-])cc1,C_O,C_O
2295.0,CCCCCCCCCCCCCCC(C)O,unbrch_alkane,unbrch_alkane
1459.0,Cc1ccoc1C=O,C_O,C_O
1659.0,CS/C=C/CC(C)O,Al_OH,Al_OH
1314.9761904761906,CC/C=C/CO,Al_OH,Al_OH
2056.0,CCCCCCCCC(=O)OCC(Cl)Cl,unbrch_alkane,unbrch_alkane
1621.5,CCCCCCCCC(C)O,unbrch_alkane,unbrch_alkane
1554.6666666666667,CCCCC(O)C(=O)OCC,Al_OH,Al_OH
2014.0,C/C1=C\CCC2(C)OC2CC(C)(C)/C=C/C1,allylic_oxid,allylic_oxid
2209.0,CCCCCCCC/C=C\CCCCO,unbrch_alkane,unbrch_alkane
1725.0,CCCCCC/C=C/CCCC=O,unbrch_alkane,unbrch_alkane
1580.0,CCOC(=O)CC(=O)OCC,C_O,C_O
730.6833333333334,C1CCCCC1,unknown,unknown
1864.0,CC1SSCCC1=O,C_O,C_O
2022.0,CC/C=C\CCOC(=O)C(Br)Br,alkyl_halide,alkyl_halide
1493.6700881834215,CCCCCCCCCC=O,unbrch_alkane,unbrch_alkane
1246.0,Cc1nccs1,Ar_N,Ar_N
1902.0,COC(=O)c1ccccc1Cl,C_O,C_O
936.0,Cc1coc(C)c1,aryl_methyl,aryl_methyl
1933.0,CCCCCCCCCC(C)c1ccccc1,unbrch_alkane,unbrch_alkane
1696.0,CCCCC/C=C\C=C/C=O,allylic_oxid,allylic_oxid
1503.0,CC/C=C\C=C\C(C)=O,allylic_oxid,allylic_oxid
1300.9875,CC(=O)CO,Al_OH,Al_OH
1441.8916666666669,Clc1cccc(Cl)c1,halogen,halogen
2073.6182552083333,Cc1ccc(O)cc1,Ar_OH,Ar_OH
2693.0,Oc1ccc(O)cc1,Ar_OH,Ar_OH
1569.5333333333333,CCOC(=O)CCSC,C_O,C_O
2207.0,CCCCC/C=C/CCCCCCCO,unbrch_alkane,unbrch_alkane
1701.0,CC/C=C\CCOC(=O)CCl,C_O,C_O
1338.0833333333333,CSc1ccoc1C,aryl_methyl,aryl_methyl
1931.3333333333333,CCCOC(=O)c1cccc(Cl)c1,C_O,C_O
2358.0,C=CCCCCCCCC(=O)O,unbrch_alkane,unbrch_alkane
